id,bone_length,rotting_flesh,hair_length,has_soul,type,hair_length_has_soul,bone_length_rotting_flesh,bone_length_squared,rotting_flesh_squared,bone_to_flesh_ratio,soul_to_hair_ratio,color_black,color_blood,color_blue,color_clear,color_green,color_white
0,-0.6004178812452412,-1.0673856131755175,-0.3733860765999137,1.7610236459456956,Ghoul,0.6792131360678803,-1.0246849025596072,-0.6784143036415788,-1.0194696659855247,0.11227605380877047,1.7724626411930187,0.0,0.0,0.0,1.0,0.0,0.0
1,1.0659311559746356,-0.5540494132923508,0.013479298112144166,-0.1790484471503267,Goblin,-0.20212553882696113,0.279408132338399,1.056073001869262,-0.6365965311541537,0.8019937095659594,-0.2840270073457599,0.0,0.0,0.0,0.0,1.0,0.0
2,0.2541616142049132,-1.0434981952675308,1.6649808988457624,1.8183504058952373,Ghoul,2.5653606380954854,-0.5774529777587041,0.1081198840172713,-1.0032941470667818,0.7391897697611922,0.07208805651115939,1.0,0.0,0.0,0.0,0.0,0.0
4,2.5818499168382405,0.012821904135123524,0.6344643507150279,2.348441713861261,Ghoul,2.0302049338086983,1.8994546959037542,3.350157286191828,-0.12784984148922512,1.156286430276677,1.0748068572845662,1.0,0.0,0.0,0.0,0.0,0.0
5,0.9947436369321256,2.5247152596737292,-0.6513755534595526,0.9383369701172191,Ghost,0.019092626198385455,2.9875585397444056,0.9651161415364751,3.2119169435366675,-0.6241003818332047,1.393002933830626,0.0,0.0,0.0,0.0,1.0,0.0
7,-0.21469567299078962,-1.734882106772707,-0.5168459431621278,-1.0862826077046062,Goblin,-0.9476679709879708,-1.2582838986023097,-0.35025370301048786,-1.4066963080683463,1.3080038257353144,-0.7507678843745568,0.0,0.0,0.0,0.0,1.0,0.0
8,-0.262556259091801,0.4248981728027811,0.5261701978466082,-0.019848551810520983,Goblin,0.17451895674587142,0.08592861641476277,-0.3933726501844968,0.298592838836769,-0.5118271897087291,-0.45634139592994816,0.0,0.0,0.0,0.0,0.0,1.0
11,0.6186318226225083,0.20238215917703617,0.4930778136442596,-0.019010336951363605,Ghoul,0.15732849440026972,0.6229349589871035,0.5095311337394293,0.0623989797738529,0.014945335272408976,-0.43897155816842054,0.0,0.0,0.0,1.0,0.0,0.0
12,-0.9035895533820157,1.125005374417293,-0.6591950457261478,-1.3863320830777057,Ghost,-1.1427730757353318,-0.08926618237605356,-0.9053371732627988,1.132394612542342,-0.9844070151988934,-0.9680168020287698,0.0,0.0,1.0,0.0,0.0,0.0
19,-1.1550222554631664,1.331475871752891,-2.0597364554427737,-1.8773437179403316,Ghost,-1.614313680181884,-0.23952521035244762,-1.0728315516051827,1.404565035641745,-1.1213101504028211,-0.38545426208444905,0.0,0.0,0.0,0.0,0.0,1.0
22,-0.018655708302620366,-0.4644844953626845,-1.708594532609347,0.002430644895395479,Goblin,-1.0213621336071965,-0.3213600154055778,-0.1665372985501234,-0.5622153529347206,0.057599333778888824,2.4872820881437776,0.0,0.0,0.0,1.0,0.0,0.0
23,1.1336511437563939,0.5899919640204181,0.8961457307753162,2.6398574511130537,Ghoul,2.532905090972171,1.3764764260193605,1.143995902845945,0.4828163231215443,0.062007854511298914,1.0377915696840774,0.0,0.0,0.0,1.0,0.0,0.0
25,-0.3275277481371991,-1.1752782667358574,0.15910134143562815,1.7785054979239892,Ghoul,1.1690364838557115,-0.9540562899312423,-0.4508189522158595,-1.090534302361536,0.4269501788996852,1.1261067285882347,0.0,0.0,0.0,0.0,0.0,1.0
27,-0.6226826785497648,-0.24473340991175266,-0.2631922060419709,-0.0344766022036849,Goblin,-0.25857976920411724,-0.5792989619769406,-0.696007938357849,-0.37017795252336033,-0.4220074659427386,0.03729032129564733,1.0,0.0,0.0,0.0,0.0,0.0
28,0.5972477816140865,-1.4060154851303306,1.2763471940081037,0.4229888107633783,Goblin,0.9716687399938972,-0.6970866267939202,0.48489051882243495,-1.2315453090358486,1.514176819642643,-0.5161413972716539,0.0,0.0,0.0,1.0,0.0,0.0
29,0.4978110665008788,-0.4681867830975136,0.02012996235712871,1.1036920892572208,Ghoul,0.6154164999190521,0.0005479485110000869,0.3720941920327195,-0.5653346170421041,0.3760998620079249,0.7376076399850107,0.0,0.0,0.0,1.0,0.0,0.0
30,-1.3824693289299546,-1.782910251612304,0.150525891235906,-1.2584810794153,Ghost,-0.8464109874885223,-1.701084076015848,-1.208177464181136,-1.4297349788966511,0.12813510382330187,-1.1969073481099328,1.0,0.0,0.0,0.0,0.0,0.0
31,1.1413108534812204,0.5411188180444049,2.7752592578890933,1.3491231915003798,Ghoul,3.0161242336470924,1.3378058995689819,1.1540264534649434,0.4274829431912859,0.08981585556958938,-0.5724361083271244,1.0,0.0,0.0,0.0,0.0,0.0
32,1.2941645371552803,0.5548336158189918,0.0014553838409436023,0.3145434431682739,Ghoul,0.10322057407410977,1.4792506891641972,1.3578340281557688,0.44294293657550876,0.15267417294858548,0.12081459120369192,0.0,0.0,1.0,0.0,0.0,0.0
34,0.6778572306195447,1.670354649403509,-0.026387782051332954,-0.15938029938289253,Ghost,-0.2099905468408551,1.8830102002785962,0.5784847400010117,1.8772151677042996,-0.5199449216575699,-0.24221741755090187,0.0,0.0,0.0,0.0,1.0,0.0
35,0.5201813512424195,-0.2927822644902633,-0.1846585208792499,0.0036330116897106707,Goblin,-0.19395288092190735,0.1539325819324525,0.3972140453059802,-0.41332510941978096,0.26155948419017444,0.007640639170197396,0.0,0.0,0.0,1.0,0.0,0.0
36,0.28980168669797707,-0.5452774508530577,0.35960932985795424,-0.6532640736569018,Ghoul,-0.36061182811478043,-0.18763562469054185,0.14563239403492703,-0.6294111305899949,0.306318492072708,-0.825739952114699,0.0,0.0,0.0,0.0,0.0,1.0
37,-0.4501291430860393,-0.8392519125758641,0.8649244322781645,-0.3223100522874332,Goblin,0.11310664473909326,-0.8142765279064976,-0.5558062136938503,-0.8584475965332172,0.039861829631816455,-0.8027400500646108,0.0,0.0,0.0,1.0,0.0,0.0
39,-0.6845660114739762,-0.748482471241135,-0.2960894143880693,0.8552464832761124,Ghoul,0.23164565277071486,-0.8941244748949777,-0.7441350413301259,-0.7903176318977778,-0.18418295110527536,0.855684103020119,0.0,0.0,0.0,0.0,0.0,1.0
